id,agent,level,old_risk_score,new_risk_score,old_correlation_score,new_correlation_score,old_priority,new_priority,old_status,new_status,changed_fields,matched_chain_count,cap,rule
4,wazuh.manager,3,25,20,25,20,LOW,LOW,NEW,NEW,"risk_score,correlation_score",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of squashfs filesystems is disabled.
5,wazuh.manager,3,35,25,35,25,MEDIUM,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of udf filesystems is disabled.
6,wazuh.manager,3,80,25,80,25,HIGH,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure /tmp is a separate partition.
8,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure noexec option set on /tmp partition.
9,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nosuid option set on /tmp partition.
10,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var.
11,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nodev option set on /var partition.
12,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nosuid option set on /var partition.
13,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var/tmp.
14,wazuh.manager,3,25,20,25,20,LOW,LOW,NEW,NEW,"risk_score,correlation_score",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of squashfs filesystems is disabled.
15,wazuh.manager,3,35,25,35,25,MEDIUM,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure mounting of udf filesystems is disabled.
16,wazuh.manager,3,80,25,80,25,HIGH,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure /tmp is a separate partition.
17,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nodev option set on /tmp partition.
18,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure noexec option set on /tmp partition.
19,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nosuid option set on /tmp partition.
20,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var.
21,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure nodev option set on /var partition.
23,wazuh.manager,3,85,25,85,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,CIS Benchmark for Amazon Linux 2023 Benchmark v1.0.0.: Ensure separate partition exists for /var/tmp.
24,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
25,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
26,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
27,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
28,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
29,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
30,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
31,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
32,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
33,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
51,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
52,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
53,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
54,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
55,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
56,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
57,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
58,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
59,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
60,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
62,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
65,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
95,darkstar,5,30,25,30,25,LOW,LOW,NEW,NEW,"risk_score,correlation_score",0,35,Systemd: Service exited due to a failure.
96,darkstar,3,70,10,70,10,HIGH,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,PAM: Login session closed.
97,darkstar,3,75,10,75,10,HIGH,LOW,NEW,NEW,"risk_score,correlation_score,recommended_priority",0,25,Successful sudo to ROOT executed.
98,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
99,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
100,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
101,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
102,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
103,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
104,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
105,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
106,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
107,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
108,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
109,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
110,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
111,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
112,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
113,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
114,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
115,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
116,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
117,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
118,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
119,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
120,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
121,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
122,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
123,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
124,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
125,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
126,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
127,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
128,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
129,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
130,darkstar,5,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
131,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
132,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
133,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
134,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
135,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
136,darkstar,3,100,10,100,10,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
137,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
138,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
139,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
140,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
189,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
190,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
191,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
192,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
193,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
194,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
195,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
196,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
197,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
198,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,New dpkg (Debian Package) requested to install.
199,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,New dpkg (Debian Package) requested to install.
200,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,Dpkg (Debian Package) half configured.
201,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,New dpkg (Debian Package) installed.
202,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,Dpkg (Debian Package) half configured.
203,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,New dpkg (Debian Package) installed.
204,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,Dpkg (Debian Package) half configured.
205,darkstar,7,100,55,100,55,CRITICAL,MEDIUM,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,55,New dpkg (Debian Package) installed.
206,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
207,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
208,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
209,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
210,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
211,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
212,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
213,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
214,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
215,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
216,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
217,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
218,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
219,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
220,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
221,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
222,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
277,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
278,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
279,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
280,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
281,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
282,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
283,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
284,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
285,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
286,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
287,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
288,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
289,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
290,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
291,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
292,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
293,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
294,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
295,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
296,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
297,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
298,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
299,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,Systemd: Service exited due to a failure.
300,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
301,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
302,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
303,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session opened.
304,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,Successful sudo to ROOT executed.
305,darkstar,3,100,25,100,25,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,25,PAM: Login session closed.
306,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
307,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
308,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
309,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
310,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
311,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
312,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
313,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
314,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
315,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
316,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
317,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
318,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
319,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
320,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
321,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
322,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
323,darkstar,5,100,35,100,35,CRITICAL,LOW,ESCALATED,TRIAGED,"risk_score,correlation_score,recommended_priority,status",0,35,File added to the system.
